"","x"
"4170","Jacob Miller"
"4171","The Rentals"
"4172","Kinski"
"4173","Jack Rose"
"4174","Nell Bryden"
"4175","Spirit Catcher"
"4176","New Trolls"
"4177","The Shortwave Set"
"4178","Baba Zula"
"4179","Måns Zelmerlöw"
"4180","Billy Joe Royal"
"4181","Tower Of Power"
"4182","Johan Gielen"
"4183","John Barry"
"4184","Big Cyc"
"4185","Scandinavian Music Group"
"4186","Chris Spheeris"
"4187","Annett Louisan"
"4188","The Benjamin Gate"
"4189","Wim Mertens"
"4190","Brian Bromberg"
"4191","Ben Westbeech"
"4192","Barclay James Harvest"
"4193","Miami Sound Machine"
"4194","Destrophy"
"4195","Beat Assailant"
"4196","N.O.R.E."
"4197","My Latest Novel"
"4198","Lupen Crook"
"4199","Excalion"
"4200","Alexia"
"4201","Amoral"
"4202","The Cloud Room"
"4203","SEAN TYAS"
"4204","Natalie Walker"
"4205","Raw Power"
"4206","John Patitucci"
"4207","Essie Jain"
"4208","The Mother Hips"
"4209","Slim Cessna's Auto Club"
"4210","Shonky"
"4211","Gene Autry"
"4212","Veruca Salt"
"4213","Kyle Eastwood"
"4214","Braid"
"4215","The Sabres Of Paradise"
"4216","Electric Frankenstein"
"4217","Mindi Abair"
"4218","The Andrews Sisters"
"4219","Dionysus"
"4220","Rhian Sheehan"
"4221","Stroke 9"
"4222","Bertrand Burgalat"
"4223","Harvey Danger"
"4224","Big D and The Kids Table"
"4225","Alex Gaudino_ Jason Rooney"
"4226","End Of You"
"4227","Patrice Rushen"
"4228","Sleeping At Last"
"4229","Airwave"
"4230","Hydrogyn"
"4231","Lole y Manuel"
"4232","Real McCoy"
"4233","Chairmen Of The Board"
"4234","Natalia Lafourcade"
"4235","The Cassandra Complex"
"4236","Ceca - Svetlana Raznatovic"
"4237","Raymond Scott"
"4238","Joakim"
"4239","Attack In Black"
"4240","J.B.O."
"4241","Shakespears Sister"
"4242","The Shaky Hands"
"4243","The Matthew Herbert Big Band"
"4244","Polkaholix"
"4245","Wakefield"
"4246","Julio Iglesias"
"4247","Bruce Hornsby and the Range"
"4248","Véronique Sanson"
"4249","Sibiria"
"4250","Moriarty"
"4251","Basia"
"4252","The Kilimanjaro Darkjazz Ensemble"
"4253","Bobbi Humphrey"
"4254","Sunday Munich"
"4255","Dogma Crew"
"4256","ARRESTED DEVELOPMENT"
"4257","Dark Sanctuary"
"4258","Sun Kil Moon"
"4259","Pocket Full Of Rocks"
"4260","Seventh Star"
"4261","Rachelle Ferrell"
"4262","Di-rect"
"4263","Tommy Castro"
"4264","Ramblin' Jack Elliott"
"4265","Hannes Wader"
"4266","Bloodpit"
"4267","Rick Wakeman"
"4268","As de Trêfle"
"4269","Chris Standring"
"4270","Lucky Peterson"
"4271","Angel City"
"4272","Maynard Ferguson"
"4273","Massimo Volume"
"4274","Har Mar Superstar"
"4275","Neaera"
"4276","Ludovico Einaudi & Ballaké Sissoko"
"4277","Marc Antoine"
"4278","Terry Callier"
"4279","Pato Fu"
"4280","La Casa Azul"
"4281","Alamo Race Track"
"4282","Yabby U"
"4283","Girlschool"
"4284","Gabriel Le Mar"
"4285","X-Press 2"
"4286","Keith Emerson"
"4287","Psykick Lyrikah"
"4288","Chris Whitley"
"4289","Tone-Loc"
"4290","Electronicat"
"4291","Modwheelmood"
"4292","Circus Maximus"
"4293","Tokyo Sex Destruction"
"4294","Milemarker"
"4295","Torpedo Boyz"
"4296","Apostle Of Hustle"
"4297","Bloody Dead And Sexy"
"4298","Rowland S Howard"
"4299","The Rutles"
"4300","Governor Andy"
"4301","Havok"
"4302","Thione Seck"
"4303","Thione Seck_ Rehab-Egypt"
"4304","X-ecutioners featuring Ghostface Killah_ Trife and Black Thought"
"4305","X-ecutioners"
"4306","Stanton Moore"
"4307","Moltheni"
"4308","Dub Pistols feat. Terry Hall"
"4309","Ian Dury & The Blockheads"
"4310","Royal Crown Revue"
"4311","Archie Bell and The Drells"
"4312","Liquido"
"4313","Simon Patterson"
"4314","Weather Report"
"4315","17 Hippies"
"4316","Ezra Furman And The Harpoons"
"4317","The Box Tops"
"4318","Klasse Kriminale"
"4319","Virus Syndicate"
"4320","Floor"
"4321","Astral Projection"
"4322","Support Lesbiens"
"4323","Liza Minnelli"
"4324","Nicolai Dunger"
"4325","Digital Mystikz"
"4326","Superchumbo"
"4327","Bowerbirds"
"4328","Jope Ruonansuu"
"4329","Paul  Desmond"
"4330","Starsplash"
"4331","Chingo Bling w/ Mistah F.A.B. And Fabo of D4L"
"4332","Zombie Zombie"
"4333","Enchant"
"4334","Metalium"
"4335","The Steep Canyon Rangers"
"4336","Light This City"
"4337","Rosetta"
"4338","Princess Superstar"
"4339","Jungle Brothers"
"4340","American Head Charge"
"4341","dEUS"
"4342","Primordial"
"4343","The Shangri-Las"
"4344","Caifanes"
"4345","Left Alone"
"4346","Soul Captain Band"
"4347","Sofia Karlsson"
"4348","Chris Joss"
"4349","Kings of Tomorrow"
"4350","Natacha Atlas;Peter Maffay"
"4351","Brenda Holloway"
"4352","Buddy Miles"
"4353","Barry Adamson"
"4354","Karen Dalton"
"4355","Cassettes Won't Listen"
"4356","Axel Krygier"
"4357","Maxime Le Forestier"
"4358","Hanna Pakarinen"
"4359","John Foxx & Harold Budd"
"4360","Aya RL"
"4361","Marcel Woods"
"4362","Whiskeytown"
"4363","Nosferatu"
"4364","John Farnham"
"4365","Alphawezen"
"4366","Cesaria Evora"
"4367","Césaria Evora"
"4368","Art Blakey"
"4369","Rakim"
"4370","Rakim feat. Tracey Horton"
"4371","Y&T"
"4372","Atlantic Starr"
"4373","Jefferson Starship"
"4374","Faron Young"
"4375","Linda Ronstadt"
"4376","Gatas Parlament"
"4377","Halou"
"4378","Cordrazine"
"4379","Turbonegro"
"4380","In-Grid"
"4381","Del Amitri"
"4382","The Gift of Gab"
"4383","The Minus 5"
"4384","Francesca Ancarola"
"4385","[re:jazz]"
"4386","La Rue Kétanou"
"4387","Shai Hulud"
"4388","Jackie Wilson"
"4389","Neneh Cherry"
"4390","Gabriel & Dresden"
"4391","Evil Nine"
"4392","Evil Nine / El-P"
"4393","Youth Brigade"
"4394","Lendakaris Muertos"
"4395","Roger Clyne & The Peacemakers"
"4396","Kate & Anna McGarrigle featuring Chaim Tannenbaum"
"4397","Man With No Name"
"4398","Terranova"
"4399","Doc Scott"
"4400","Stoneface & Terminal"
"4401","Barbara Mason"
"4402","Rabia Sorda"
"4403","Kante"
"4404","Can"
"4405","Cassette Kids"
"4406","Skizoo"
"4407","Patenbrigade: Wolff"
"4408","Five Star"
"4409","Absoluuttinen nollapiste"
"4410","M.A. Numminen"
"4411","Growing"
"4412","Luar Na Lubre"
"4413","Stellastarr*"
"4414","Bang Tango"
"4415","Lizzy Borden"
"4416","Akron/Family"
"4417","Tim Barry"
"4418","The Dubliners"
"4419","Spiller"
"4420","Les Brown"
"4421","Tungtvann"
"4422","Big Joe Turner"
"4423","Luciano"
"4424","Retractor"
"4425","Reagan Youth"
"4426","Charles Musselwhite"
"4427","Iron Butterfly"
"4428","Seefeel"
"4429","Tripswitch"
"4430","Amanda Lear"
"4431","Neville Brothers"
"4432","Los Chichos"
"4433","New Edition"
"4434","Jesus Jones"
"4435","Solefald"
"4436","Sha Na Na"
"4437","Rebirth Brass Band"
"4438","Unanimated"
"4439","Deportivo"
"4440","Sick Of It All"
"4441","Milton Nascimento"
"4442","Maria Taylor"
"4443","Maria Taylor with Andy LeMaster"
"4444","Murray Head"
"4445","Lisa Lynne"
"4446","Pacha Massive"
"4447","Shai"
"4448","Oliver Onions"
"4449","Subway To Sally"
"4450","Hi-Five"
"4451","Jazzamor"
"4452","Stan Rogers"
"4453","EMF"
"4454","The Osmonds"
"4455","Fitness Forever"
"4456","Kelly Sweet"
"4457","Terence Trent D'Arby"
"4458","Rainhard Fendrich"
"4459","Hieroglyphics"
"4460","Onyx"
"4461","David Lee Roth"
"4462","Fight K5"
"4463","Dustin O'Halloran"
"4464","Saigon"
"4465","The Lord Weird Slough Feg"
"4466","Yulduz Usmanova"
"4467","Basslovers United"
"4468","The Spencer Davis Group"
"4469","U.S. Bombs"
"4470","Snog"
"4471","Saturday Looks Good To Me"
"4472","Joan Manuel Serrat"
"4473","Kelley Stoltz"
"4474","Paul Young"
"4475","The Upsetters"
"4476","Cibo Matto"
"4477","Hacride"
"4478","Kino Oko"
"4479","Rufus Featuring Chaka Khan"
"4480","Code 64"
"4481","Mystikal featuring Redman & Method Man"
"4482","Arnaud Fleurent-Didier"
"4483","Skip James"
"4484","Little River Band"
"4485","Steve Howe"
"4486","King's X"
"4487","Kid Abelha"
"4488","The New Raemon"
"4489","Broder Daniel"
"4490","Icon Of Coil"
"4491","VHS Or Beta"
"4492","Mock & Toof"
"4493","The Dream Academy"
"4494","Hasil Adkins"
"4495","Tab Benoit"
"4496","Kathy Mattea"
"4497","Brutal Truth"
"4498","Valient Thorr"
"4499","Danni Carlos"
"4500","Spank Rock"
"4501","Aline Barros"
"4502","Pauline Croze"
"4503","Earshot"
"4504","Roky Erickson & Okkervil River"
"4505","Roky Erickson"
"4506","Wynton Kelly"
"4507","Bell Orchestre"
"4508","TM Juke"
"4509","The Five Satins"
"4510","Donny Hathaway"
"4511","Salvador"
"4512","Caliban"
"4513","Tracy Byrd"
"4514","Chron Gen"
"4515","Wreckless Eric"
"4516","Terrorizer"
"4517","De/Vision"
"4518","Republika"
"4519","The Sugarhill Gang [Kory-O_ Wonder Mike_ Big Bank Hank]"
"4520","Toe"
"4521","Heaven Street Seven"
"4522","Shat"
"4523","The White Birch"
"4524","Yma Sumac"
"4525","Section 25"
"4526","Vonda Shepard"
"4527","Absurd Minds"
"4528","The 5th Dimension"
"4529","Cazals"
"4530","Zuco 103 feat. Dani Macaco"
"4531","Big B"
"4532","Big Mama Thornton"
"4533","LU-LU"
"4534","Tom Rush"
"4535","Puerto Rican Power"
"4536","Runrig"
"4537","Shannon Noll"
"4538","Bonde Do Rolé"
"4539","Kill Your Idols"
"4540","We Are The Arsenal"
"4541","Hitomi Yaida"
"4542","The Number Twelve Looks Like You"
"4543","Laid Back"
"4544","Stuck Mojo"
"4545","Richard Galliano"
"4546","Frankie J"
"4547","Capital Inicial"
"4548","Mind:State"
"4549","Amaral"
"4550","Sezen Aksu"
"4551","Ayub Ogada"
"4552","Arturo Sandoval"
"4553","Giant Squid"
"4554","Patricia Barber"
"4555","LOUIS JORDAN"
"4556","Obk"
"4557","Stick To Your Guns"
"4558","Albertucho"
"4559","The Soundtrack of Our Lives"
"4560","I Was A Cub Scout"
"4561","The Only Ones"
"4562","Les Fragments de la Nuit"
"4563","The Mist Of Avalon"
"4564","Mutya Buena"
"4565","BOMB THE MUSIC INDUSTRY"
"4566","DJ Format"
"4567","The Tiger Lillies"
"4568","Kristin Hersh"
"4569","Happy Mondays"
"4570","Balligomingo"
"4571","Chicharones"
"4572","The Chicharones"
"4573","Tuck & Patti"
"4574","Dave Mason"
"4575","Santigold"
"4576","Zimmers Hole"
"4577","Shabba Ranks"
"4578","Soul Coughing"
"4579","Music Go Music"
"4580","Luke Slater"
"4581","Hepcat"
"4582","Wesley Willis"
"4583","The Gladiators"
"4584","John Holt"
"4585","The Clean"
"4586","Perez Prado"
"4587","Port-Royal"
"4588","Taylor Hicks"
"4589","Kaya Project"
"4590","Lindstrøm"
"4591","Damien Dempsey"
"4592","Joey Beltram"
"4593","Christian Scott"
"4594","Gluecifer"
"4595","Soman"
"4596","El Chojin (F)"
"4597","Myleene Klass"
"4598","Blonde On Blonde"
"4599","Groove Collective"
"4600","Alison Krauss / Union Station"
"4601","Raul Seixas"
"4602","By The Tree"
"4603","Switchblade Symphony"
"4604","The Atomic Fireballs"
"4605","Johnny Hates Jazz"
"4606","Martin Solveig"
"4607","Hillstomp"
"4608","Slum Village Featuring Melanie Rutherford"
"4609","Underground Resistance"
"4610","Soziedad Alkoholika"
"4611","Ruoska"
"4612","Machinemade God"
"4613","Whitey"
"4614","Ali Farka Touré"
"4615","Hothouse Flowers"
"4616","Dixie Dregs"
"4617","Betty Everett"
"4618","Zeke"
"4619","Fangoria"
"4620","Harem Scarem"
"4621","98º"
"4622","The Sundays"
"4623","Super Numeri"
"4624","Gravediggaz"
"4625","The Buggles"
"4626","Bounty Killer"
"4627","Pierangelo Bertoli"
"4628","Suicidal Romance"
"4629","Funkadelic"
"4630","Biz Markie"
"4631","The Timewriter"
"4632","Max Graham"
"4633","Ruben Blades"
"4634","Ananda Shankar"
"4635","Donny Osmond"
"4636","Elastinen"
"4637","Adriana Evans"
"4638","Mistabishi"
"4639","Spagna"
"4640","Cocoa Tea"
"4641","Dope Stars Inc."
"4642","Tha Alkaholiks"
"4643","Vector Lovers"
"4644","MC Lyte"
"4645","Beans On Toast"
"4646","Patrick Doyle"
"4647","Habib Koité"
"4648","808 State"
"4649","The Miracles Greatest Hits"
"4650","Leo Kottke & Mike Gordon"
"4651","Zoey Van Goey"
"4652","The Partridge Family"
"4653","Doc Watson"
"4654","Ektomorf"
"4655","Ferrick_ Melissa"
"4656","Styrofoam"
"4657","Earl Klugh"
"4658","Silkk The Shocker Featuring Master P/Mia X"
"4659","Silkk The Shocker"
"4660","Parliament"
"4661","J. Tillman"
"4662","John Ottman"
"4663","Once Tiros"
"4664","Xavier Rudd"
"4665","A Love Ends Suicide"
"4666","Boom Bip"
"4667","Torture Killer"
"4668","Sloan"
"4669","Llorca"
"4670","The Black Sorrows"
"4671","Brand Nubian"
"4672","Die Apokalyptischen Reiter"
"4673","Peggy Sue"
"4674","Donna Lewis"
"4675","Comfort Fit"
"4676","Le Loup"
"4677","Nicola Conte"
"4678","Bobby Pulido"
"4679","MYSTIC PROPHECY"
"4680","Guy Gerber"
"4681","Sandy Denny"
"4682","702"
"4683","La Pulqueria"
"4684","Hora Zulú"
"4685","Binary Star"
"4686","Nina Nastasia"
"4687","Moto Boy"
"4688","Caparezza"
"4689","Junior Kimbrough"
"4690","Mr. Irish Bastard"
"4691","Bronski Beat"
"4692","Army Navy"
"4693","Fucked Up"
"4694","The Alternate Routes"
"4695","Carrie Rodriguez"
"4696","SINNER"
"4697","Dwarves"
"4698","Laika"
"4699","Mediengruppe Telekommander"
"4700","L'âme Immortelle"
"4701","The BellRays"
"4702","CJ Bolland"
"4703","DJ Krush & Toshinori Kondo"
"4704","Shadow Gallery"
"4705","Lhasa De Sela"
"4706","Smolik"
"4707","Sonny Rollins"
"4708","Sun Yan-Zi"
"4709","Citizen Fish"
"4710","The Last Poets"
"4711","Neon Neon"
"4712","Joe Jackson"
"4713","Uli Jon Roth"
"4714","'Til Tuesday"
"4715","Sommerset"
"4716","Pohlmann."
"4717","The Divine Comedy"
"4718","The Last Resort"
"4719","Black Messiah"
"4720","Mika Miko"
"4721","Eliane Elias"
"4722","Mariee Sioux"
"4723","White Lion"
"4724","Carnivore"
"4725","Soulsearcher"
"4726","Pablo Milanés"
"4727","Majke"
"4728","Stendeck"
"4729","Lords Of The Underground"
"4730","Martin Buttrich"
"4731","Parni Valjak"
"4732","King Creosote"
"4733","7 Seconds"
"4734","Eddie Santiago"
"4735","Sam Bush"
"4736","Udo Lindenberg"
"4737","Kiko Veneno"
"4738","Helge Schneider"
"4739","Lou Gramm"
"4740","The Features"
"4741","Pitchshifter"
"4742","Nueva Vulcano"
"4743","Wohnout"
"4744","Sass Jordan"
"4745","Rio En Medio"
"4746","Howard Hewett"
"4747","Ice Mc"
"4748","Cockney Rejects"
"4749","Ólafur Arnalds"
"4750","Wizo"
"4751","Alfredo Zitarrosa"
"4752","Kevin Lyttle"
"4753","Kevin Little"
"4754","Geri Halliwell"
"4755","Richard Wagner / Otto Sieben"
"4756","themselves"
"4757","Tiromancino"
"4758","Matthew Sweet"
"4759","Krisiun"
"4760","Tommy Guerrero"
"4761","Pulsedriver / George Kranz"
"4762","Pulsedriver"
"4763","Kym Marsh"
"4764","Westbam"
"4765","Finntroll"
"4766","Obrint Pas"
"4767","The Quakes"
"4768","Juice Leskinen"
"4769","Solar Fields"
"4770","D'Nash"
"4771","No Fun At All"
"4772","Kirsty MacColl"
"4773","Gravenhurst"
"4774","The Steepwater Band"
"4775","Paquito D'Rivera"
"4776","Freshlyground / Freshlyground"
"4777","Bjørn Berge"
"4778","Bjorn Berge"
"4779","SKYCLAD"
"4780","Cesare Cremonini"
"4781","Eddy Grant"
"4782","The Slackers"
"4783","Lori McKenna"
"4784","Natural Black"
"4785","Mademoiselle K."
"4786","Goatwhore"
"4787","Hayseed Dixie"
"4788","The Ruins Of Beverast"
"4789","Fine Young Cannibals"
"4790","Mad Flava"
"4791","Smalltown Poets"
"4792","Lila Mccann"
"4793","Maj Karma"
"4794","Amp Fiddler & Bugz In The Attic"
"4795","Nessbeal"
"4796","McCoy Tyner"
"4797","Division of Laura Lee"
"4798","Jeru The Damaja"
"4799","Bing Crosby & Grace Kelly"
"4800","Bran Van 3000"
"4801","Red House Painters"
"4802","Say Hi To Your Mom"
"4803","LaBelle"
"4804","Ten Foot Pole"
"4805","Rocco"
"4806","Black 47"
"4807","Bijelo Dugme"
"4808","Grass Widow"
"4809","Greg Graffin"
"4810","The Youngbloods"
"4811","Ben's Brother"
"4812","Capone-N-Noreaga"
"4813","Oxmo Puccino"
"4814","Ziggi feat. Gentleman"
"4815","The Platters"
"4816","The Watson Twins"
"4817","Paul Horn"
"4818","Born Against"
"4819","K-OS"
"4820","Pig Destroyer"
"4821","Jah Lion"
"4822","Drexciya"
"4823","Batmobile"
"4824","Leon Ware"
"4825","In Strict Confidence"
"4826","Floex"
"4827","Son House"
"4828","Darren Hanlon"
"4829","Christian Kjellvander"
"4830","Tony Sly"
"4831","David Arkenstone"
"4832","Zomby"
"4833","Tree63"
"4834","Psyche"
"4835","Sister Sin"
"4836","Christy Moore"
"4837","Mustard Plug"
"4838","Jeans (Mexico)"
"4839","The Undertones"
"4840","Amon Düül II"
"4841","Shel Silverstein"
"4842","Split Enz"
"4843","Nic Endo"
"4844","Jessica Andrews"
"4845","Deolinda"
"4846","Argent"
"4847","Elmer Bernstein"
"4848","Bride"
"4849","Afterhours"
"4850","7L & Esoteric"
"4851","High Contrast"
"4852","Damien Leith"
"4853","Aloha"
"4854","Frank and Walters"
"4855","Inner City"
"4856","Nikki"
"4857","Waylon Jennings"
"4858","Wild Cherry"
"4859","The Flower Kings"
"4860","Lukid"
"4861","Fehlfarben"
"4862","Tic Tac Toe"
"4863","The Dreamside"
"4864","Engelbert Humperdinck"
"4865","Flowing Tears"
"4866","Mindy McCready"
"4867","Adolescents"
"4868","Engineers"
"4869","You Love Her Coz Shes Dead"
"4870","Loggins & Messina"
"4871","Amsterdam Klezmer Band"
"4872","Abigail Washburn"
"4873","The Brooklyn Tabernacle Choir"
"4874","LFO"
"4875","Chiara Civello"
"4876","Young Galaxy"
"4877","A Silent Film"
"4878","Moguai"
"4879","Perturbazione"
"4880","Sporto Kantès"
"4881","The Orchids"
"4882","Susumu Yokota"
"4883","Matthew Good Band"
"4884","Return To Forever"
"4885","Over It"
"4886","John Travolta / Olivia Newton-John"
"4887","Noblesse Oblige"
"4888","Rebecca Lynn Howard"
"4889","Bellowhead"
"4890","VAST"
"4891","King Missile"
"4892","Slaughter And The Dogs"
"4893","Cobblestone Jazz"
"4894","Dieter Nuhr"
"4895","Mexican Institute of Sound"
"4896","Der Blutharsch"
"4897","Cazuza"
"4898","Peter Schilling"
"4899","No Angels"
"4900","Woody Guthrie"
"4901","Don Tetto"
"4902","Robin Trower"
"4903","Teen Idols"
"4904","Peter Cincotti"
"4905","BLEED THE SKY"
"4906","Strapping Young Lad"
"4907","The Heptones"
"4908","Roger Whittaker"
"4909","Doug Stone"
"4910","Bubba Sparxxx"
"4911","Ciccone Youth"
"4912","Krosfyah Feat. Tony Bailey"
"4913","Anne Linnet"
"4914","Rotersand"
"4915","The Backyardigans"
"4916","Holly Valance"
"4917","Eftos"
"4918","Anointed"
"4919","Fragments Of Unbecoming"
"4920","Donald Fagen"
"4921","Lisac Josipa"
"4922","D*Note"
"4923","Sponge"
"4924","Bill Fay"
"4925","Holly Throsby"
"4926","Neri Per Caso"
"4927","Lucky Dragons"
"4928","The Lovetones"
"4929","Alfa Rococo"
"4930","Pete Philly & Perquisite"
"4931","Zykos"
"4932","Hardfloor"
"4933","Tally Hall"
"4934","The Kingston Trio"
"4935","Los Delinqüentes"
"4936","Triangulo De Amor Bizarro"
"4937","The Menzingers"
"4938","Steve Angello & Laidback Luke Feat. Robin S"
"4939","The Nolans"
"4940","Black Diamond Heavies"
"4941","Jordan Rudess"
"4942","Suprême NTM"
"4943","The Boo Radleys"
"4944","The Locust"
"4945","Locust"
"4946","Frog Eyes"
"4947","Fluke"
"4948","MANDRAGORA SCREAM"
"4949","Cast"
"4950","Eamon"
"4951","Najee"
"4952","Taylor Deupree"
"4953","Taylor Deupree and Giuseppe Ielasi"
"4954","Boney James"
"4955","Chibite / The Zawose Family"
"4956","Béla Fleck"
"4957","CFCF"
"4958","Balkan Beat Box"
"4959","Jorge Ben"
"4960","T.O.K."
"4961","Jack Bruce"
"4962","Angelus Apatrida"
"4963","Merauder"
"4964","Kashmir"
"4965","Level 42"
"4966","The Red Chord"
"4967","Regina"
"4968","Guru Josh Project"
"4969","The Creatures"
"4970","U.K. Subs"
"4971","UK Subs"
"4972","Banner Pilot"
"4973","The Hot Toddies"
"4974","I Love You But I've Chosen Darkness"
"4975","Howling Bells"
"4976","Samantha Mumba"
"4977","Platero Y Tu"
"4978","Elmore James"
"4979","Los Enemigos"
"4980","The Delfonics"
"4981","Julie Zenatti"
"4982","Nobuo Uematsu"
"4983","ElectroVamp"
"4984","Tom Tom Club"
"4985","Young MC"
"4986","The Answer"
"4987","Bass Clef"
"4988","System 7"
"4989","Brand New Sin"
"4990","Celesty"
"4991","Eskorzo"
"4992","Jag Panzer"
"4993","Grum"
"4994","DJ Encore / Engelina"
"4995","Bob James"
"4996","Blackguard"
"4997","Offer Nissim"
"4998","Five"
"4999","Cro-Mags"
"5000","Ligabue"
"5001","J.J. Cale"
"5002","Lonnie Donegan"
"5003","Bananarama"
"5004","Johnny Paycheck"
"5005","D'espairsRay"
"5006","Les Trois Accords"
"5007","Gilberto Santa Rosa"
"5008","Les Wampas"
"5009","The Rembrandts"
"5010","Maximilian Hecker"
"5011","The Chameleons"
"5012","Goblin"
"5013","Eddi Reader"
"5014","Peter Pan Speedrock"
"5015","Jerry Goldsmith"
"5016","Bing Crosby_ The Andrews Sisters"
"5017","The Whitest Kids U' Know"
"5018","Standstill"
"5019","Frank Klepacki"
"5020","Dance Hall Crashers"
"5021","Carach Angren"
"5022","SCSI-9"
"5023","Murderdolls"
"5024","Dimlite"
"5025","Demon's Claws"
"5026","A Wilhelm Scream"
"5027","Popa Chubby"
"5028","Amel Bent"
"5029","Louise Attaque"
"5030","Kassav'"
"5031","Voo Voo"
"5032","Toots Thielemans"
"5033","Miranda!"
"5034","London After Midnight"
"5035","Via Audio"
"5036","Mind.In.A.Box"
"5037","Kankick"
"5038","The Last Dance"
"5039","Flamin' Groovies"
"5040","Archie Shepp"
"5041","Archie Shepp_ Napoleon Maddox_ Oliver Lake_ Hamid Drake_ Joe Fonda_ Cochemea Gastelum"
"5042","Safri Duo / Clark Anderson"
"5043","Safri Duo"
"5044","Panjabi MC"
"5045","Os Paralamas Do Sucesso"
"5046","Entombed"
"5047","Samuele Bersani"
"5048","Juha Tapio"
"5049","Julee Cruise"
"5050","Veronica Maggio"
"5051","Emma Shapplin"
"5052","Presuntos Implicados"
"5053","Arrogant Worms"
"5054","Henry Mancini"
"5055","PlayRadioPlay!"
"5056","Evol Intent"
"5057","Ari Koivunen"
"5058","Idiot Pilot"
"5059","Timo Räisänen"
"5060","Buckethead"
"5061","And So I Watch You from Afar"
"5062","Pink Cream 69"
"5063","Hello Saferide"
"5064","Les Ogres De Barback"
"5065","Rollins Band"
"5066","Red Snapper"
"5067","Johnny Horton"
"5068","She Keeps Bees"
"5069","Grandmaster Flash & The Furious Five"
"5070","Endeverafter"
"5071","Bo Kaspers Orkester"
"5072","Twisted Wheel"
"5073","Will Young"
"5074","Gilberto Gil"
"5075","American Music Club"
"5076","Christina Milian"
"5077","Engenheiros Do Hawaii"
"5078","Secos And Molhados"
"5079","Lange"
"5080","DJ Bobo"
"5081","Silvio Rodríguez"
"5082","Endless Hallway"
"5083","The Sleepy Jackson"
"5084","X-Raided"
"5085","Don Johnson"
"5086","Rhonda Vincent"
"5087","Dion & The Belmonts"
"5088","Nik Kershaw"
"5089","La Barranca"
"5090","Spiritual Beggars"
"5091","Fujiya & Miyagi"
"5092","Bert Jansch"
"5093","1200 Micrograms"
"5094","1200 Mics"
"5095","Mel Torme"
"5096","Los Planetas"
"5097","Cloud Cult"
"5098","Kate Havnevik"
"5099","Oren Ambarchi"
"5100","Supersuckers"
"5101","Melanie C"
"5102","Adrienne Bailon"
"5103","The Miracles"
"5104","Boy Eats Drum Machine"
"5105","John Michael Talbot"
"5106","Looptroop"
"5107","Judge Jules"
"5108","Vitalic"
"5109","Sarah Blasko"
"5110","Delays"
"5111","David Allan Coe"
"5112","1349"
"5113","Hand To Hand"
"5114","Lost Acapulco"
"5115","Fight Like Apes"
"5116","The Letter Black"
"5117","Bersuit Vergarabat"
"5118","Luis Alberto Spinetta"
"5119","Doctor Flake"
"5120","Ladyhawk"
"5121","Chairlift"
"5122","The Manhattans"
"5123","De Staat"
"5124","Broken Hope"
"5125","Natasha St-Pier"
"5126","1900s_ The"
"5127","Eighteen Visions"
"5128","DJ Sneak"
"5129","Screeching Weasel"
"5130","Dwele"
"5131","LOFOFORA"
"5132","Solveig Slettahjell"
"5133","The Real Tuesday Weld"
"5134","Bif Naked"
"5135","Fantan Mojah"
"5136","Lady Saw"
"5137","Goldheart Assembly"
"5138","Kissy Sell Out"
"5139","Rohff"
"5140","Krafty Kuts vs Freestylers"
"5141","Krafty Kuts"
"5142","Logh"
"5143","Camper Van Beethoven"
"5144","Burnt By The Sun"
"5145","Filthy Dukes"
"5146","Danny Vaughn"
"5147","The Rifles"
"5148","Sentenced"
"5149","Colin James"
"5150","Left Lane Cruiser"
"5151","Jelly Roll Morton"
"5152","The Tossers"
"5153","Altan"
"5154","Port O'Brien"
"5155","Assassin"
"5156","Lucky Fonz III"
"5157","King Sunny Ade"
"5158","Dusty Kid"
"5159","Nine Black Alps"
"5160","Space Raiders"
"5161","Vanden Plas"
"5162","Charlotte Hatherley"
"5163","Cabaret Voltaire"
"5164","Wang Chung"
"5165","Satanic Surfers"
"5166","Seu Jorge"
"5167","Seu Jorge & Velha Guarda da Mangueira"
"5168","Jane Wiedlin"
"5169","Coburn"
"5170","Roger Creager"
"5171","Thompson Twins"
"5172","Biohazard"
"5173","Des'ree"
"5174","White Denim"
"5175","Walter Horton"
"5176","Restless"
"5177","Griffin House"
"5178","Throwdown"
"5179","Franco De Vita"
"5180","Terrorvision"
"5181","Mala Rodriguez"
"5182","Goldfish"
"5183","Veto"
"5184","Mario Lopez"
"5185","DoomSword"
"5186","Skambankt"
"5187","Cab Calloway"
"5188","Cab Calloway_ His Orchestra"
"5189","Messer Chups"
"5190","Desmond Dekker"
"5191","Brian Tyler"
"5192","The Business"
"5193","The King Khan & BBQ Show"
"5194","Loudon Wainwright III"
"5195","Spiderbait"
"5196","A.C.T"
"5197","Incredible Bongo Band"
"5198","The Black Seeds"
"5199","Anti-Nowhere League"
"5200","The Outfield"
"5201","Bomfunk MC's"
"5202","Madball"
"5203","Hindi Zahra"
"5204","Nerf Herder"
"5205","Kerry Livgren"
"5206","Alabama Thunderpussy"
"5207","Milk Inc."
"5208","Wheel Of Fortune"
"5209","Third World"
"5210","Ihsahn"
"5211","Extrawelt"
"5212","Boy Kill Boy"
